Data,Lançamento,Dcto.,Crédito (R$),Débito (R$),Saldo (R$),,
01/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,6,60,,"R$ 6.510,00",96
01/07/2019,CREDSYSTEM CREDITO CIELO SA,9338296,152,17,,"R$ 6.663,00",13
01/07/2019,TARIFA BANCARIA CHEQUE VALOR SUPERIOR,498,,-32,90,"R$ 6.630,00",23
02/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,16,60,,"R$ 6.646,00",83
04/07/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882165,35,0,,"R$ 6.681,00",83
04/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,26,49,,"R$ 6.708,00",32
04/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,17,60,,"R$ 6.725,00",92
05/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,127,54,,"R$ 6.853,00",46
05/07/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,49,5,,"R$ 6.902,00",51
05/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,45,13,,"R$ 6.947,00",64
05/07/2019,DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472,4810186,,-179,90,"R$ 6.767,00",74
05/07/2019,CHEQUE COMPENSADO,468,,-1483,0,"R$ 5.284,00",74
05/07/2019,CHEQUE COMPENSADO,471,,-1740,0,"R$ 3.544,00",74
08/07/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,2500,0,,"R$ 6.044,00",74
08/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,34,34,,"R$ 6.079,00",8
08/07/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,28,20,,"R$ 6.107,00",28
08/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,333,0,,"R$ 6.440,00",28
08/07/2019,CREDSYSTEM CREDITO CIELO SA,9338296,61,38,,"R$ 6.501,00",66
08/07/2019,CHEQUE COMPENSADO,495,,-1585,0,"R$ 4.916,00",66
08/07/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-32,41,"R$ 4.884,00",25
09/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 4.913,00",68
10/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,19,60,,"R$ 4.933,00",28
10/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,61,32,,"R$ 4.994,00",60
10/07/2019,CHEQUE COMPENSADO,493,,-1500,0,"R$ 3.494,00",60
10/07/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-203,17,"R$ 3.291,00",43
11/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,29,43,,"R$ 3.320,00",86
11/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,71,60,,"R$ 3.392,00",46
11/07/2019,CHEQUE COMPENSADO,465,,-3200,0,"R$ 192,00",46
11/07/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-20,22,"R$ 172,00",24
12/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,14,60,,"R$ 186,00",84
15/07/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,58,87,,"R$ 245,00",71
15/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,43,94,,"R$ 289,00",65
15/07/2019,TARIFA BANCARIA CESTA PJ 2,10719,,-56,30,"R$ 233,00",35
16/07/2019,VENDA CARTAO DE CREDITO,9338296,179,90,,"R$ 413,00",25
16/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,78,48,,"R$ 491,00",73
18/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,145,20,,"R$ 636,00",93
19/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,111,84,,"R$ 748,00",77
19/07/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,5131,55,,"R$ 5.880,00",32
19/07/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,870,66,,"R$ 6.750,00",98
19/07/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,63,4,,"R$ 6.814,00",2
19/07/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,87,47,,"R$ 6.901,00",49
19/07/2019,SAQUE C/C BDN Ag05882maq063311seq0431119071519,3311311,,-1000,0,"R$ 5.901,00",49
19/07/2019,SAQUE C/C BDN Ag05882maq063311seq0431719071520,3311317,,-2500,0,"R$ 3.401,00",49
19/07/2019,SAQUE C/C BDN Ag05882maq063311seq0432219071521,3311322,,-2500,0,"R$ 901,00",49
19/07/2019,SAQUE C/C BDN Ag05882maq063311seq0433219071524,3311332,,-800,0,"R$ 101,00",49
22/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,89,7,,"R$ 190,00",56
22/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,39,13,,"R$ 229,00",69
22/07/2019,CREDSYSTEM CREDITO CIELO SA,9338296,64,98,,"R$ 294,00",67
22/07/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-78,10,"R$ 216,00",57
23/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,70,64,,"R$ 287,00",21
24/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,69,45,,"R$ 356,00",66
25/07/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,66,71,,"R$ 423,00",37
26/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,48,56,,"R$ 471,00",93
29/07/2019,CARTAO VISA ELECTRON CIELO SA,9338296,29,43,,"R$ 501,00",36
29/07/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,78,49,,"R$ 579,00",85
29/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,262,73,,"R$ 842,00",58
29/07/2019,PAGTO ELETRON  COBRANCA NUBANK,23,,-800,0,"R$ 42,00",58
30/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,34,34,,"R$ 76,00",92
30/07/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,5765,51,,"R$ 5.842,00",43
30/07/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,949,10,,"R$ 6.791,00",53
30/07/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,118,45,,"R$ 6.909,00",98
30/07/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,125,13,,"R$ 7.035,00",11
31/07/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,178,56,,"R$ 7.213,00",67
31/07/2019,CREDSYSTEM CREDITO CIELO SA,9338296,82,24,,"R$ 7.295,00",91
01/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,63,77,,"R$ 7.359,00",68
02/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,34,34,,"R$ 7.394,00",2
05/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,52,98,,"R$ 7.447,00",0
05/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,49,5,,"R$ 7.496,00",5
05/08/2019,DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472,4810217,,-179,90,"R$ 7.316,00",15
05/08/2019,CHEQUE COMPENSADO,469,,-1483,0,"R$ 5.833,00",15
06/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,20,60,,"R$ 5.853,00",75
06/08/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,15,60,,"R$ 5.869,00",35
06/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,155,99,,"R$ 6.025,00",34
06/08/2019,CREDSYSTEM CREDITO CIELO SA,9338296,61,38,,"R$ 6.086,00",72
07/08/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-32,41,"R$ 6.054,00",31
08/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,85,33,,"R$ 6.139,00",64
08/08/2019,CHEQUE COMPENSADO,496,,-1585,0,"R$ 4.554,00",64
09/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,34,34,,"R$ 4.588,00",98
09/08/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,49,5,,"R$ 4.638,00",3
09/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,39,24,,"R$ 4.677,00",27
09/08/2019,PAGTO ELETRON  COBRANCA FATURA,24,,-993,79,"R$ 3.683,00",48
09/08/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-197,75,"R$ 3.485,00",73
12/08/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,46,11,,"R$ 3.531,00",84
12/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,575,58,,"R$ 4.107,00",42
12/08/2019,PAGTO ELETRON  COBRANCA FATURA,25,,-729,15,"R$ 3.378,00",27
12/08/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-21,54,"R$ 3.356,00",73
14/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,24,53,,"R$ 3.381,00",26
15/08/2019,TARIFA BANCARIA CESTA PJ 2,10819,,-56,30,"R$ 3.324,00",96
16/08/2019,VENDA CARTAO DE CREDITO,9338296,179,90,,"R$ 3.504,00",86
19/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,7,60,,"R$ 3.512,00",46
19/08/2019,CREDSYSTEM CREDITO CIELO SA,9338296,38,16,,"R$ 3.550,00",62
19/08/2019,PAGTO ELETRON  COBRANCA FATURA,26,,-34,20,"R$ 3.516,00",42
20/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,71,62,,"R$ 3.588,00",4
20/08/2019,PAGTO ELETRON  COBRANCA FATURA,27,,-150,0,"R$ 3.438,00",4
21/08/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,703085,2000,0,,"R$ 5.438,00",4
21/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,47,9,,"R$ 5.485,00",13
21/08/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-44,45,"R$ 5.440,00",68
22/08/2019,CARTAO VISA ELECTRON CIELO SA,9338296,39,24,,"R$ 5.479,00",92
22/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,78,49,,"R$ 5.558,00",41
26/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,195,24,,"R$ 5.753,00",65
26/08/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,10665,82,,"R$ 16.419,00",47
26/08/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,2528,36,,"R$ 18.947,00",83
26/08/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,395,23,,"R$ 19.343,00",6
26/08/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,450,82,,"R$ 19.793,00",88
26/08/2019,PAGTO ELETRON  COBRANCA SAMUEL,28,,-197,34,"R$ 19.596,00",54
26/08/2019,TRANSF CC PARA CC PJ ZENILDO NOBRE CARNEIRO,1042687,,-1160,0,"R$ 18.436,00",54
27/08/2019,RECIBO DE RETIRADA ESPECIE,1000565,,-5000,0,"R$ 13.436,00",54
27/08/2019,SAQUE C/C BDN Ag05882maq051292seq0935927081340,1292359,,-2500,0,"R$ 10.936,00",54
27/08/2019,SAQUE C/C BDN Ag05882maq051292seq0936927081342,1292369,,-2500,0,"R$ 8.436,00",54
27/08/2019,SAQUE C/C BDN Ag05882maq051292seq0937427081343,1292374,,-2500,0,"R$ 5.936,00",54
27/08/2019,SAQUE C/C BDN Ag05882maq051292seq0937927081344,1292379,,-2500,0,"R$ 3.436,00",54
28/08/2019,TED-TRANSF ELET DISPON REMET.EMERSON DE OLIVEIRA,1126239,4000,0,,"R$ 7.436,00",54
28/08/2019,SAQUE C/C BDN Ag05774maq059974seq0157528081343,9974575,,-2000,0,"R$ 5.436,00",54
28/08/2019,SAQUE C/C BDN Ag05774maq059974seq0158128081344,9974581,,-2000,0,"R$ 3.436,00",54
29/08/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,115,77,,"R$ 3.552,00",31
29/08/2019,TARIFA RECIBO RETIRADA RETIRADA COM RECIBO AVULSO,270819,,-4,55,"R$ 3.547,00",76
30/08/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,49,5,,"R$ 3.596,00",81
30/08/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,373,54,,"R$ 3.970,00",35
30/08/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,94,2,,"R$ 4.064,00",37
02/09/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,2200,0,,"R$ 6.264,00",37
02/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,44,15,,"R$ 6.308,00",52
02/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,29,43,,"R$ 6.337,00",95
02/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,325,62,,"R$ 6.663,00",57
02/09/2019,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,29,,-837,97,"R$ 5.825,00",60
02/09/2019,TRANSF FDOS DOC-E H BANK DEST.Joseildo João  da Silva,5671630,,-1620,0,"R$ 4.205,00",60
02/09/2019,TRANSF CC PARA CC PJ ELENILSON MANEQUINS EIRELI   ME,3211076,,-560,0,"R$ 3.645,00",60
02/09/2019,DOC/TED INTERNET DOC INTERNET,5671630,,-10,15,"R$ 3.635,00",45
02/09/2019,CHEQUE COMPENSADO,494,,-1550,0,"R$ 2.085,00",45
03/09/2019,DOC DEVOLVIDO 57-DIVER.OU NAO PREENCH.INF.OBRI,5671630,1620,0,,"R$ 3.705,00",45
03/09/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882236,700,0,,"R$ 4.405,00",45
03/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,88,30,,"R$ 4.493,00",75
03/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,24,53,,"R$ 4.518,00",28
03/09/2019,CHEQUE COMPENSADO,499,,-1600,0,"R$ 2.918,00",28
05/09/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882236,300,0,,"R$ 3.218,00",28
05/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,167,77,,"R$ 3.386,00",5
05/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 3.415,00",48
05/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,88,30,,"R$ 3.503,00",78
05/09/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,1421,43,,"R$ 4.925,00",21
05/09/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,69,31,,"R$ 4.994,00",52
05/09/2019,TRANSF FDOS DOC-E H BANK DEST.Joseildo Joao da Silva,9521779,,-1620,0,"R$ 3.374,00",52
05/09/2019,DOC/TED INTERNET DOC INTERNET,9521779,,-10,15,"R$ 3.364,00",37
06/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,183,47,,"R$ 3.547,00",84
06/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,127,54,,"R$ 3.675,00",38
06/09/2019,TRANSF FDOS DOC-E H BANK DEST.AVES E FFELIX COM DE EXPOSI,4580475,,-585,0,"R$ 3.090,00",38
06/09/2019,DOC/TED INTERNET DOC INTERNET,4580475,,-10,15,"R$ 3.080,00",23
06/09/2019,CHEQUE COMPENSADO,501,,-1298,0,"R$ 1.782,00",23
09/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,60,34,,"R$ 1.842,00",57
09/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,292,37,,"R$ 2.134,00",94
09/09/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-49,99,"R$ 2.084,00",95
10/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,39,24,,"R$ 2.124,00",19
10/09/2019,CHEQUE COMPENSADO,497,,-1494,0,"R$ 630,00",19
10/09/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-272,68,"R$ 357,00",51
11/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,29,43,,"R$ 386,00",94
11/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,96,15,,"R$ 483,00",9
11/09/2019,DEBITO AUTOMATICO CIELO SA*-1029338296,2933829,,-179,90,"R$ 303,00",19
11/09/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-23,33,"R$ 279,00",86
12/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,42,68,,"R$ 322,00",54
13/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,225,65,,"R$ 548,00",19
16/09/2019,VENDA CARTAO DE CREDITO,9338296,179,90,,"R$ 728,00",9
16/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,116,75,,"R$ 844,00",84
16/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,55,92,,"R$ 900,00",76
16/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,49,5,,"R$ 949,00",81
16/09/2019,CREDSYSTEM CREDITO CIELO SA,9338296,43,11,,"R$ 992,00",92
16/09/2019,PAGTO ELETRON  COBRANCA NUBANKPAI,30,,-900,92,"R$ 92,00",0
17/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,19,60,,"R$ 111,00",60
17/09/2019,TARIFA BANCARIA CESTA PJ 2,20919,,-56,30,"R$ 55,00",30
18/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,11,60,,"R$ 66,00",90
19/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,114,78,,"R$ 181,00",68
20/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,49,5,,"R$ 230,00",73
23/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,191,31,,"R$ 422,00",4
23/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,156,97,,"R$ 579,00",1
23/09/2019,PAGTO ELETRON  COBRANCA FATURA,31,,-500,0,"R$ 79,00",1
23/09/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-62,29,"R$ 16,00",72
24/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,70,64,,"R$ 87,00",36
24/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,19,60,,"R$ 106,00",96
25/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,259,1,,"R$ 365,00",97
25/09/2019,PAGTO ELETRON  COBRANCA FATURA,32,,-228,31,"R$ 137,00",66
26/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,21,58,,"R$ 159,00",24
26/09/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,7652,53,,"R$ 7.811,00",77
26/09/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,852,75,,"R$ 8.664,00",52
27/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,9,60,,"R$ 8.674,00",12
27/09/2019,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,33,,-1941,73,"R$ 6.732,00",39
30/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,29,43,,"R$ 6.761,00",82
30/09/2019,CARTAO VISA ELECTRON CIELO SA,9338296,44,15,,"R$ 6.805,00",97
30/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,117,73,,"R$ 6.923,00",70
30/09/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,406,67,,"R$ 7.330,00",37
30/09/2019,CIELO VDA CREDITO MASTER CIELO SA,9338296,484,3,,"R$ 7.814,00",40
30/09/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,425,56,,"R$ 8.239,00",96
30/09/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,16,81,,"R$ 8.256,00",77
30/09/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,448,29,,"R$ 8.705,00",6
30/09/2019,CHEQUE COMPENSADO,505,,-2000,0,"R$ 6.705,00",6
01/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,289,42,,"R$ 6.994,00",48
01/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,31,20,,"R$ 7.025,00",68
01/10/2019,CIELO VDA CREDITO MASTER CIELO SA,9338296,415,16,,"R$ 7.440,00",84
01/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 7.470,00",27
02/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,39,24,,"R$ 7.509,00",51
02/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,34,34,,"R$ 7.543,00",85
02/10/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,2556,76,,"R$ 10.100,00",61
02/10/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,15,16,,"R$ 10.115,00",77
02/10/2019,CHEQUE COMPENSADO,500,,-1600,0,"R$ 8.515,00",77
04/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,29,20,,"R$ 8.544,00",97
04/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,19,60,,"R$ 8.564,00",57
04/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,184,44,,"R$ 8.749,00",1
04/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,286,97,,"R$ 9.035,00",98
07/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,47,10,,"R$ 9.083,00",8
07/10/2019,PAGTO ELETRON  COBRANCA BOLETOCINTO,34,,-551,26,"R$ 8.531,00",82
07/10/2019,CHEQUE COMPENSADO,502,,-1298,0,"R$ 7.233,00",82
07/10/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-34,99,"R$ 7.198,00",83
08/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,85,36,,"R$ 7.284,00",19
08/10/2019,CHEQUE COMPENSADO,506,,-974,0,"R$ 6.310,00",19
09/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,85,85,,"R$ 6.396,00",4
09/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,29,43,,"R$ 6.425,00",47
10/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,44,15,,"R$ 6.469,00",62
10/10/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-295,96,"R$ 6.173,00",66
11/10/2019,DEBITO AUTOMATICO CIELO SA*-1029338296,2933829,,-179,90,"R$ 5.993,00",76
11/10/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-27,67,"R$ 5.966,00",9
14/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,45,13,,"R$ 6.011,00",22
14/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,7,60,,"R$ 6.018,00",82
14/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,16,60,,"R$ 6.035,00",42
14/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,248,71,,"R$ 6.284,00",13
15/10/2019,VENDA CARTAO DE CREDITO,9338296,179,90,,"R$ 6.464,00",3
15/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,83,39,,"R$ 6.547,00",42
15/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,34,83,,"R$ 6.582,00",25
15/10/2019,TARIFA BANCARIA CESTA PJ 2,11019,,-56,30,"R$ 6.525,00",95
16/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,19,60,,"R$ 6.545,00",55
16/10/2019,RECIBO RETIRADA CB ESPECIE,1,,-3500,0,"R$ 3.045,00",55
16/10/2019,SAQUE COM CARTAO CB ESPECIE,5882080,,-1500,0,"R$ 1.545,00",55
17/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,37,28,,"R$ 1.582,00",83
18/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,17,60,,"R$ 1.600,00",43
18/10/2019,PAGTO ELETRON  COBRANCA FATURA EUDES,35,,-651,97,"R$ 948,00",46
21/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,53,75,,"R$ 1.002,00",21
21/10/2019,PAGTO ELETRON  COBRANCA FATURA,36,,-840,25,"R$ 161,00",96
22/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,58,87,,"R$ 220,00",83
22/10/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,6530,60,,"R$ 6.751,00",43
22/10/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,1122,1,,"R$ 7.873,00",44
22/10/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-68,17,"R$ 7.805,00",27
23/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,11,60,,"R$ 7.816,00",87
23/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,14,60,,"R$ 7.831,00",47
24/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,87,28,,"R$ 7.918,00",75
25/10/2019,CHEQUE COMPENSADO,503,,-1298,0,"R$ 6.620,00",75
28/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,24,53,,"R$ 6.645,00",28
28/10/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,19,60,,"R$ 6.664,00",88
28/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,123,31,,"R$ 6.788,00",19
28/10/2019,PAGTO ELETRON  COBRANCA PARCELACARRO,37,,-1515,94,"R$ 5.272,00",25
28/10/2019,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,38,,-938,59,"R$ 4.333,00",66
29/10/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,156,98,,"R$ 4.490,00",64
29/10/2019,CHEQUE COMPENSADO,504,,-2000,0,"R$ 2.490,00",64
30/10/2019,VENDA CARTAO DE CREDITO,9338296,411,31,,"R$ 2.901,00",95
30/10/2019,CARTAO VISA ELECTRON CIELO SA,9338296,34,34,,"R$ 2.936,00",29
30/10/2019,CIELO VDA CREDITO MASTER CIELO SA,9338296,1747,88,,"R$ 4.684,00",17
30/10/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,286,44,,"R$ 4.970,00",61
30/10/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,290,76,,"R$ 5.261,00",37
30/10/2019,PAGTO ELETRON  COBRANCA BOLETOCINTO,39,,-544,57,"R$ 4.716,00",80
04/11/2019,CARTAO VISA ELECTRON CIELO SA,9338296,78,49,,"R$ 5.133,00",65
04/11/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,12,60,,"R$ 5.146,00",25
04/11/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,200,51,,"R$ 5.346,00",76
04/11/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,2365,84,,"R$ 7.712,00",60
04/11/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,75,50,,"R$ 7.788,00",10
04/11/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,103,83,,"R$ 7.891,00",93
04/11/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,189,19,,"R$ 8.081,00",12
